Name,Category,Description,Technologies,Topics,URL,Image URL,_2016_num_projects,_2016_projects_url,_2017_num_projects,_2017_projects_url,_2018_num_projects,_2018_projects_url,_2019_num_projects,_2019_projects_url,_2020_num_projects,_2020_projects_url,_2021_num_projects,_2021_projects_url,_2022_num_projects,_2022_projects_url,_2023_num_projects,_2023_projects_url,_2024_num_projects,_2024_projects_url,years,github
3DTK,Science and medicine,The 3D Toolkit provides algorithms and methods to process 3D point clouds,"c, c++, ros, opencv, cmake, boost","robotics, 3d, slam, mapping, point clouds",http://threedtk.de,https://lh3.googleusercontent.com/5bb1zuSJfNaskJVgD5jO4Mdzamk1udiUH1BXVSzMcM8fB-kIy62kBFS6MtQj1EW445ZkQ1BWlvJL2oXRJNqsYBcmPWpSXng,N/A,N/A,N/A,N/A,2,https://summerofcode.withgoogle.com/archive/2018/organizations/5685665089978368/,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2018,https://sourceforge.net/p/slam6d/code/HEAD/tree/trunk/
52Â°North Spatial Information Research GmbH,Science and medicine,Innovative ideas & technologies in geoinformatics,"javascript, java, web services, ogc standards, web, spring, r, big data, android, python, react","geoinformatics, sensor web, web-based geoprocessing, spatial data, earth observation, spatial data infrastructures, spatial information, geoprocessing, remote sensing, geostatistics, floating car data, ogc, web processing, sensorweb, web services, ogc standards, trajectory analytics, citizen science, spatial information infrastructures, open standards, geoinformation systems, data analytics, Geoinformation",https://52north.org/,https://summerofcode.withgoogle.com/media/org/52north-spatial-information-research-gmbh/gzamo2sqfwcmcobt-360.png,3,https://summerofcode.withgoogle.com/archive/2016/organizations/5429283996565504/,1,https://summerofcode.withgoogle.com/archive/2017/organizations/4959751460880384/,1,https://summerofcode.withgoogle.com/archive/2018/organizations/5067792839606272/,2,https://summerofcode.withgoogle.com/archive/2019/organizations/6331236958601216/,3,https://summerofcode.withgoogle.com/archive/2020/organizations/6309633414660096/,3,https://summerofcode.withgoogle.com/archive/2021/organizations/5129526253715456/,5,https://summerofcode.withgoogle.com/archive/2022/organizations/52north-spatial-information-research-gmbh/,3,https://summerofcode.withgoogle.com/programs/2023/organizations/52north-spatial-information-research-gmbh,2,https://summerofcode.withgoogle.com/programs/2024/organizations/52north-spatial-information-research-gmbh,"2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024",https://github.com/52north
AFLplusplus,Security,State of the art fuzzing for better security,"c, c++, llvm, fuzzing, qemu, sanitizers, rust, instrumentation","bug finding, fuzzing, software testing, secure development, instrumentation, ci",https://aflplus.plus,https://summerofcode.withgoogle.com/media/org/aflplusplus/dw8yelaswljerorz-360.png,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2,https://summerofcode.withgoogle.com/archive/2020/organizations/6438212253253632/,2,https://summerofcode.withgoogle.com/archive/2021/organizations/5090910303420416/,1,https://summerofcode.withgoogle.com/archive/2022/organizations/aflplusplus/,2,https://summerofcode.withgoogle.com/programs/2023/organizations/aflplusplus,2,https://summerofcode.withgoogle.com/programs/2024/organizations/aflplusplus,"2020, 2021, 2022, 2023, 2024",https://github.com/aflplusplus
AOSSIE,End user applications,Australian Umbrella Org for Open-Source Projects,"scala, android/ios, html, css, javascript, automated reasoning, xcode, isabelle proof assistant, browser extension, android, ios, python, swift, kotlin, machine learning, Blockchain, flutter","environment, electronic voting, natural language processing, logic, philosophy, machine learning, social science, web, mobile, backend",https://www.aossie.org,https://summerofcode.withgoogle.com/media/org/aossie/oo1wd34pc1ytrq6a-360.png,N/A,N/A,13,https://summerofcode.withgoogle.com/archive/2017/organizations/4780102642565120/,13,https://summerofcode.withgoogle.com/archive/2018/organizations/6209824106741760/,18,https://summerofcode.withgoogle.com/archive/2019/organizations/4551437139312640/,9,https://summerofcode.withgoogle.com/archive/2020/organizations/5037209255673856/,11,https://summerofcode.withgoogle.com/archive/2021/organizations/5135086290206720/,8,https://summerofcode.withgoogle.com/archive/2022/organizations/aossie/,6,https://summerofcode.withgoogle.com/programs/2023/organizations/aossie,18,https://summerofcode.withgoogle.com/programs/2024/organizations/aossie,"2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024",https://github.com/aossie-org
AOSSIE - The Australian National University's Open-Source Software Innovation and Education,Science and medicine,Research-Intensive Open-Source Projects at Australia's Leading University,"python, postgresql, llvm, scala, lisp","privacy, health, logic, live programming, data analysis",https://cecs.anu.edu.au/current-students/student-opportunities/google-summer-code-anu,https://lh3.googleusercontent.com/XfzAMWazpWFv5aKpdEt9P6PMkHbX4Hz5LFbxdwNWnBiheiQKPYcUlbneEYs7ipnGdYTxnly9g6XCOF9jHm5lF2LxJxLYH0UJ,6,https://summerofcode.withgoogle.com/archive/2016/organizations/5127141637226496/,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2016,https://github.com/aossie-org
API Client Tools at Google,Programming languages,Industry-leading user experiences for networked APIs.,"rest, openapi, grpc, protocol buffers, rpc","automation, apis, code generation, api description",https://googleapis.github.io,https://lh3.googleusercontent.com/Wz1qKokD67uvVuu1FCoNqyl7dmYk19VC0UzGdQS1heA8QlzKQpzgJZ_DAD1g691sAQ7T_njEX_gP1ZnolJa0KytP6t1_Fds,N/A,N/A,N/A,N/A,N/A,N/A,1,https://summerofcode.withgoogle.com/archive/2019/organizations/6340359469137920/,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2019,https://github.com/googleapis
API Dash,Development tools,Next-gen Open Source API DevTool,"flutter, api, nosql, dart","testing, api, developer tools, automation, app development",https://apidash.dev,https://summerofcode.withgoogle.com/media/org/api-dash/wgtarubdkvdp5qih-360.png,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,https://summerofcode.withgoogle.com/programs/2024/organizations/api-dash,2024,https://github.com/foss42/apidash
ASCEND,Science and medicine,Equation-solving software for engineering system modelling,"c, python, c++","engineering, simulation, system modelling, mathematical software, solver",http://ascend4.org/,https://lh3.googleusercontent.com/iCNS56WgOul5y7CrKGsNa3fZb93np1DLHvOJVD0UyfL2f1cXzPMOGBaKz-Lf9M9iJCHq2LgqzuqiyoKR3x48SiiEGCQFBQ,3,https://summerofcode.withgoogle.com/archive/2016/organizations/5175650340044800/,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2016,https://sourceforge.net/projects/ascend-sim/
AboutCode,Security,"Scan code for origin, license and vulnerabilities","python, javascript, c, c++, shell script, static analysis, nlp, automaton, search, postgresql, rust, django, postgres, Django+PostgreSQL, C/Rust/Go","free and open source software  license and origin, package and dependencies licensing and origin, package vulnerabilities and security, code scan and matching, code analysis and spdx, package managers, license-scan, oss licensing, copyright, license compliance, machine learning, software analysis, application security, dependencies, software composition analysis, software packages, scanning, vulnerabilities, SoftwareCompositionAnalysis, License, SBOM",https://aboutcode.org,https://summerofcode.withgoogle.com/media/org/aboutcode/pmcafargc6wvl1ck-360.png,N/A,N/A,4,https://summerofcode.withgoogle.com/archive/2017/organizations/6448304984424448/,N/A,N/A,3,https://summerofcode.withgoogle.com/archive/2019/organizations/5430785606156288/,5,https://summerofcode.withgoogle.com/archive/2020/organizations/6689005560659968/,4,https://summerofcode.withgoogle.com/archive/2021/organizations/5677990456852480/,5,https://summerofcode.withgoogle.com/archive/2022/organizations/aboutcode/,2,https://summerofcode.withgoogle.com/programs/2023/organizations/aboutcode,4,https://summerofcode.withgoogle.com/programs/2024/organizations/aboutcode,"2017, 2019, 2020, 2021, 2022, 2023, 2024",https://github.com/aboutcode-org
Academy Software Foundation,Media,Creating amazing OSS for Media & Entertainment.,"python, c, c++, opengl, rust","cloud computing, 2d/3d graphics, filmmaking, file formats, color management, graphics, media, animation, Visual Effects, Film",https://www.aswf.io/,https://summerofcode.withgoogle.com/media/org/academy-software-foundation/80y13ndf7guwxneb-360.png,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3,https://summerofcode.withgoogle.com/archive/2020/organizations/6043464124334080/,N/A,N/A,0,https://summerofcode.withgoogle.com/archive/2022/organizations/academy-software-foundation/,N/A,N/A,N/A,N/A,2020,https://github.com/AcademySoftwareFoundation
Accord Project,Programming languages,Open source software for smart legal contracts,"javascript, react, compiler, ocaml, coq, python, rust, artificial intelligence","compilers, ai, legal, smart contracts, blockchain, natural language processing, data modeling, legal technology, contract management, document assembly",https://accordproject.org,https://summerofcode.withgoogle.com/media/org/accord-project/1q3vpch01xpsriu9-360.png,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2,https://summerofcode.withgoogle.com/archive/2020/organizations/5947521500708864/,3,https://summerofcode.withgoogle.com/archive/2021/organizations/4826533859950592/,N/A,N/A,N/A,N/A,3,https://summerofcode.withgoogle.com/programs/2024/organizations/accord-project,"2020, 2021, 2024",https://github.com/accordproject
AerospaceResearch.net,Science and medicine,making space together,"python, c, c++, vhdl, boinc, java, sqlite, raspberry pi, machine learning, sdr","distributed computing, space applications, software defined radio, cubesats, simulations, signal processing",http://aerospaceresearch.net/,https://lh3.googleusercontent.com/Cuse4sTixkecf8wRwx4LW93vB8rj1hu6e-cKUrxa_jMrTkLDct_Xhw2nBd0Db6SmwcjMxeGEuN2HG9yp3gkRqXlbLeDdR0NxGJnU07iTeFHJug,N/A,N/A,6,https://summerofcode.withgoogle.com/archive/2017/organizations/6713622831038464/,6,https://summerofcode.withgoogle.com/archive/2018/organizations/5715161717407744/,7,https://summerofcode.withgoogle.com/archive/2019/organizations/5335970445000704/,5,https://summerofcode.withgoogle.com/archive/2020/organizations/5720999993016320/,6,https://summerofcode.withgoogle.com/archive/2021/organizations/4866654592303104/,N/A,N/A,N/A,N/A,N/A,N/A,"2017, 2018, 2019, 2020, 2021",https://github.com/aerospaceresearch
Alaska,Science and medicine,"Many Traditions, One Alaska","python, mysql, java, matlab, dicom","deep learning, neuroscience, radiology, heathcare, Polar Science",https://www.uaa.alaska.edu/research,https://summerofcode.withgoogle.com/media/org/alaska/uuu8lxevgc3jof9c.png,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4,https://summerofcode.withgoogle.com/programs/2024/organizations/alaska,2024,https://github.com/uaanchorage
Amahi,Operating systems,Making Home Networking and Storage Simple,"android, ruby on rails, golang, restful api, streaming, javascript, swift, ios, containers","networking, webapps, storage, home servers, mobile streaming, web apps, media server, storage server, streaming, front-end, backups, operating systems, web servers, mobile-apps",https://www.amahi.org,https://lh3.googleusercontent.com/UNZ8p6TVEVGoF1EhV0K6FnaGMBhcyQoyQep_9syeXSqWDXC4kcZT6IaWvMTJDbzXfQVs7Ykc5V8zsoGzqiXP81P2e86qbg,N/A,N/A,3,https://summerofcode.withgoogle.com/archive/2017/organizations/6673844588773376/,5,https://summerofcode.withgoogle.com/archive/2018/organizations/5083924199899136/,7,https://summerofcode.withgoogle.com/archive/2019/organizations/6556685512998912/,3,https://summerofcode.withgoogle.com/archive/2020/organizations/5480514170912768/,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"2017, 2018, 2019, 2020",https://github.com/amahi
Android Graphics Tools Team,Programming languages,Providing excellent tools for graphics developers and driver makers,"c, c++, java, opengl, vulkan, spir-v, python 3, webgpu","testing, bug finding, developer tools, debugging, 2d/3d graphics, profiling, graphics, fuzzing",https://github.com/google/graphicsfuzz/blob/master/docs/summer-of-code-ideas/2021.md,https://lh3.googleusercontent.com/Fim0FTxXCZAngG0K5O1XjS_iEl0SrxtytcdA0Ic0wWFtXqhCyIgrVZgS8eIBWZLp4EFkKTcwx6mph6ZZyQDfORh1vpBBLgqNj5qbbwN_21A,N/A,N/A,N/A,N/A,N/A,N/A,2,https://summerofcode.withgoogle.com/archive/2019/organizations/5704209515675648/,3,https://summerofcode.withgoogle.com/archive/2020/organizations/5158050039595008/,3,https://summerofcode.withgoogle.com/archive/2021/organizations/5995132419047424/,N/A,N/A,N/A,N/A,N/A,N/A,"2019, 2020, 2021",https://github.com/google/graphicsfuzz/tree/master
AnitaB.org Open Source,Other,Women transform technology. Technology transforms the world.,"python, javascript, android, ios","web, mobile programming, mobile, web programming",http://anitab.org,https://lh3.googleusercontent.com/j4RwTOlO5-LhK8npgy0HElPub3IjLrPADeBNhWVxbcXlQGGKYcLPyhwq0hUU_JRtqHVVgXBMruM7TxO0zEmN3KpOGR_yJuI,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4,https://summerofcode.withgoogle.com/archive/2020/organizations/5270382996619264/,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2020,https://github.com/anitab-org
AnkiDroid,End user applications,AnkiDroid makes remembering things easy,"javascript, android, java, gradle, rust, kotlin, mobile","education, android, user generated content, flashcard, mobile, Flashcards",https://github.com/ankidroid/Anki-Android,https://summerofcode.withgoogle.com/media/org/ankidroid/cxtovrlsuuluttgi-360.png,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2,https://summerofcode.withgoogle.com/archive/2021/organizations/5687189203058688/,3,https://summerofcode.withgoogle.com/archive/2022/organizations/ankidroid/,N/A,N/A,3,https://summerofcode.withgoogle.com/programs/2024/organizations/ankidroid,"2021, 2022, 2024",https://github.com/ankidroid
Apertium,Science and medicine,A free/open-source machine translation platform,"python, perl, c++, xml, finite-state technologies, nlp, fsts, bash, javascript","natural language processing, machine translation, computer-aided translation, morphological analysis, human language technologies, lesser-resourced languages, language technology, grammar, less-resourced languages, less-resources languages",https://apertium.org/,https://summerofcode.withgoogle.com/media/org/apertium/bonpbccfuafpa634-360.png,11,https://summerofcode.withgoogle.com/archive/2016/organizations/5377487227846656/,10,https://summerofcode.withgoogle.com/archive/2017/organizations/6618812501721088/,11,https://summerofcode.withgoogle.com/archive/2018/organizations/5754587369701376/,10,https://summerofcode.withgoogle.com/archive/2019/organizations/5281228587008000/,7,https://summerofcode.withgoogle.com/archive/2020/organizations/6269334810263552/,10,https://summerofcode.withgoogle.com/archive/2021/organizations/5702681049432064/,N/A,N/A,5,https://summerofcode.withgoogle.com/programs/2023/organizations/apertium,4,https://summerofcode.withgoogle.com/programs/2024/organizations/apertium,"2016, 2017, 2018, 2019, 2020, 2021, 2023, 2024",https://github.com/apertium
Apertus Association,Science and medicine,open source cinema,"c, linux, fpga, c++, vhdl, embedded, python, rust, nix","real time, vision, camera, video, photography, digital imaging, cinematography, embedded systems, image processing, fpga, computational photography, computer vision, linux, digital hardware design",https://www.apertus.org/,https://summerofcode.withgoogle.com/media/org/apertus-association/s6253gpj4vdsugib-360.png,N/A,N/A,1,https://summerofcode.withgoogle.com/archive/2017/organizations/6354847569805312/,4,https://summerofcode.withgoogle.com/archive/2018/organizations/5706275094528000/,4,https://summerofcode.withgoogle.com/archive/2019/organizations/5576921247645696/,4,https://summerofcode.withgoogle.com/archive/2020/organizations/6145737898852352/,5,https://summerofcode.withgoogle.com/archive/2021/organizations/5659873647263744/,0,https://summerofcode.withgoogle.com/archive/2022/organizations/apertus-association/,N/A,N/A,N/A,N/A,"2017, 2018, 2019, 2020, 2021",https://github.com/apertus-open-source-cinema
ArchC,Programming languages,ArchC is an Architecture Description Language,"python, c++, archc","computer architecture, processor design, simulators",http://www.archc.org,https://lh3.googleusercontent.com/oT-xsIDhzuq_vQS6xdoI75pOBRrPXuSOR7XZRP4M3fKHop4kdHn6NtO397Jq6wccVTfqpkdbNhcVMN90-n2Tskp4P7lrvg,2,https://summerofcode.withgoogle.com/archive/2016/organizations/6488526010974208/,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2016,https://github.com/ArchC
ArduPilot,Science and medicine,World's most advanced autonomous vehicle software,"python, ros, c++, embedded, rtos, linux, c, drones, robotics, lua, pixhawk","robotics, drones, autopilot, uav, rovers, embedded systems, vision, real-time os, vison, real-time, Drone, autonomous vehicle, UGV, unmanned vehicle",https://ardupilot.org/,https://summerofcode.withgoogle.com/media/org/ardupilot/oveqvcxkpgkuv8wq-360.png,N/A,N/A,3,https://summerofcode.withgoogle.com/archive/2017/organizations/5801067908431872/,5,https://summerofcode.withgoogle.com/archive/2018/organizations/5149138983321600/,5,https://summerofcode.withgoogle.com/archive/2019/organizations/6052415684476928/,5,https://summerofcode.withgoogle.com/archive/2020/organizations/5108253115023360/,3,https://summerofcode.withgoogle.com/archive/2021/organizations/4848051277004800/,4,https://summerofcode.withgoogle.com/archive/2022/organizations/ardupilot/,4,https://summerofcode.withgoogle.com/programs/2023/organizations/ardupilot,4,https://summerofcode.withgoogle.com/programs/2024/organizations/ardupilot,"2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024",https://github.com/ArduPilot
Arduino,Programming languages,Open source electronic prototyping platform,"c, c++, golang, arduino","robotics, interactivity, electronics",https://arduino.cc,https://lh3.googleusercontent.com/2Xt9LJ2SMdLr1UqznmcpMfH_7u5F14XBU02NOdNKe0HyxUmQquo3WYBHW6UQoYCxBIaxTYc3v7_4nlL4QMrvxVKRFyJEUg,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2,https://summerofcode.withgoogle.com/archive/2020/organizations/6264664972853248/,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2020,https://github.com/arduino/
AsyncAPI,Programming languages,Building the future of Event-Driven Architectures,"javascript, java, go, typescript, RAML","web, api, cloud, Architectures",https://www.asyncapi.com/,https://summerofcode.withgoogle.com/media/org/asyncapi/gmnlfvngjaqxjxio.png,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4,https://summerofcode.withgoogle.com/programs/2024/organizations/asyncapi,2024,https://github.com/asyncapi
Audacity,End user applications,"Free, open source, cross-platform audio software","c++, qt, cmake, wxwidgets, VST","audio, audio editor, audio analysis, audio processing, editing, compression, Sound, Effects",https://www.audacityteam.org/,https://summerofcode.withgoogle.com/media/org/audacity/7opleanl35jab5va-360.png,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2,https://summerofcode.withgoogle.com/archive/2021/organizations/5631107231383552/,1,https://summerofcode.withgoogle.com/archive/2022/organizations/audacity/,N/A,N/A,N/A,N/A,"2021, 2022",https://github.com/audacity/audacity
BRL-CAD,Media,3D CAD & other computer-aided tech (CAx),"python, c, c++, opengl, opencl, tcl, javascript, qt, tcl/tk, scripting","visualization, geometry, cad, 3d, ray tracing, graphics user interface, software visualization, performance, 2d/3d graphics, solid geometry, cad/cam/cae, data visualization, 3d cad geometry, solid modeling, real-time computer graphics, high performance computing, high-performance computing, conversion standards, deep neural net rendering",https://opencax.github.io/,https://summerofcode.withgoogle.com/media/org/brl-cad/4ec07aqdfrvygfed-360.png,9,https://summerofcode.withgoogle.com/archive/2016/organizations/6087583029264384/,8,https://summerofcode.withgoogle.com/archive/2017/organizations/5302987798872064/,7,https://summerofcode.withgoogle.com/archive/2018/organizations/5078956801785856/,8,https://summerofcode.withgoogle.com/archive/2019/organizations/6089800153563136/,8,https://summerofcode.withgoogle.com/archive/2020/organizations/6396282903461888/,6,https://summerofcode.withgoogle.com/archive/2021/organizations/5647022668906496/,7,https://summerofcode.withgoogle.com/archive/2022/organizations/brl-cad/,5,https://summerofcode.withgoogle.com/programs/2023/organizations/brl-cad,9,https://summerofcode.withgoogle.com/programs/2024/organizations/brl-cad,"2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024",https://github.com/BRL-CAD
Babel,Programming languages,"Babel, the community driven compiler for writing next generation JavaScript","javascript, node.js, babel","compilers, ast, minifier, tc39",https://babeljs.io/,https://lh3.googleusercontent.com/SgPfGA3yKtXE8SpqyNFL0dPQlQbXYbawc4QS2A8UvG6pdZvw4zwPECNCkbNVtZ6nXyYIxDDxL_lniJCM2GbrIgQEnLropJk,N/A,N/A,2,https://summerofcode.withgoogle.com/archive/2017/organizations/5933754749026304/,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2017,https://github.com/babel/babel
Bazel,Programming languages,"Build and test software of any size, quickly and reliably","linux, java, go, c, c++, windows, bazel","development tools, build systems, build tools, developer tools",https://bazel.build/,https://lh3.googleusercontent.com/9uuJLr6wkmtIJu_M3jGvQdYaW1WlYHnp1PLar1ppxtBrNZSUtYXwNAzOd1Hj5_e-z6za7iwjYhX5Hb35RVPZYo0jotpTVG4,N/A,N/A,0,https://summerofcode.withgoogle.com/archive/2017/organizations/5765787168014336/,N/A,N/A,2,https://summerofcode.withgoogle.com/archive/2019/organizations/5906507105828864/,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2019,https://github.com/bazelbuild/bazel
BeagleBoard.org,Science and medicine,Open hardware computing for educators and makers,"c, python, linux, javascript, beaglebone, iot, real-time, gcc, physical computing, linux kernel, raspberry pi, hardware acceleration, opencv, tensorflow, fpga, arm, risc-v, dsp, Zephyr RTOS","robotics, iot, real time, physical computing, coprocessing, audio, ros, interfaces, machine learning, hardware, privacy/security, embedded, teaching, real-time, ai, open hardware, process automation, software defined radio, Personal Server",https://www.beagleboard.org,https://summerofcode.withgoogle.com/media/org/beagleboardorg/4w6td6bjy31ei9v2-360.png,6,https://summerofcode.withgoogle.com/archive/2016/organizations/6012249034457088/,6,https://summerofcode.withgoogle.com/archive/2017/organizations/5370804795604992/,3,https://summerofcode.withgoogle.com/archive/2018/organizations/5713309579870208/,3,https://summerofcode.withgoogle.com/archive/2019/organizations/6713523407683584/,4,https://summerofcode.withgoogle.com/archive/2020/organizations/5073969981423616/,6,https://summerofcode.withgoogle.com/archive/2021/organizations/5067823478472704/,4,https://summerofcode.withgoogle.com/archive/2022/organizations/beagleboardorg/,4,https://summerofcode.withgoogle.com/programs/2023/organizations/beagleboardorg,4,https://summerofcode.withgoogle.com/programs/2024/organizations/beagleboardorg,"2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024",https://openbeagle.org/explore/projects/starred
Beam Community,Programming languages,"From distributed systems, to robust servers and language design on the Erlang VM","xmpp, erlang, elixir, beam, mqtt, lisp","real time, cloud, messaging, scalability, database, realtime, communication system, clustering, iot, instant messaging, distributed computing, distributed databases",http://beamcommunity.github.io,https://lh3.googleusercontent.com/3NTyFksUJY1s5wfOoxtTI_ky6T1sLQtQsXFwPKtQ6eCsTBu4sEaUSh6QSbeSATr20rZYKwqrEoUkgFhXEmcXznn8rvST0Os,6,https://summerofcode.withgoogle.com/archive/2016/organizations/6384003686858752/,7,https://summerofcode.withgoogle.com/archive/2017/organizations/5344914732744704/,6,https://summerofcode.withgoogle.com/archive/2018/organizations/5082029850886144/,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"2016, 2017, 2018",https://github.com/beamcommunity
BeeWare Project,Programming languages,Tools for cross-platform Python application development.,"python, android, ios, mobile, javascript, java","ui, ide, cross-platform, app development, mobile, cross desktop",https://pybee.org,https://lh3.googleusercontent.com/1rn4mBGgb0b0WyJrcK__M074I7LIUzcOIwRFpLYUbw63ADidvYiNjyNQR-ALTJrXp0dlywT9S3EwkIg6trXFFqaFxwm8RjQ,N/A,N/A,3,https://summerofcode.withgoogle.com/archive/2017/organizations/5213454373748736/,2,https://summerofcode.withgoogle.com/archive/2018/organizations/5679790782676992/,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"2017, 2018",https://github.com/beeware
Bench-Routes,End user applications,Bench-routes is an open-source project to analyze performance and monitor APIs.,"react, golang, docker","monitoring, web, devops, time-series",https://bench-routes.netlify.com,https://lh3.googleusercontent.com/rK-G1cM-h1_eP-_oRcT45I6kjX8h1QdMh2LPbvCZB9aNzHk5JH8UCGY4KcbiDaMEwH8SCrqguzlUz5O5e1CDHEXjxgi3kOusoNHplzSEPgA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2,https://summerofcode.withgoogle.com/archive/2021/organizations/5764622900002816/,N/A,N/A,N/A,N/A,N/A,N/A,2021,https://github.com/bench-routes
Berkman Klein Center for Internet and Society,Other,"Exploring cyberspace, sharing in its study, & helping to pioneer its development","javascript, ruby on rails, go, meteor.js, sql/nosql, d3, elasticsearch, elk, python, java","education, internet freedom, digital rights, censorship, law and policy, web, internet access, security and privacy, law, research, internet censorship",https://cyber.harvard.edu,https://lh3.googleusercontent.com/h3ZbO_8msyWmFXvcts6xk9bJlHL9mjVlBkVsMaKORIvz32yfbpihILKKVBR3QmrOLfEYRnVgpt92mD_YIQLsi3wy7t2YuM6x,10,https://summerofcode.withgoogle.com/archive/2016/organizations/6488734048452608/,5,https://summerofcode.withgoogle.com/archive/2017/organizations/5825274612547584/,2,https://summerofcode.withgoogle.com/archive/2018/organizations/5751016104394752/,3,https://summerofcode.withgoogle.com/archive/2019/organizations/5781930639884288/,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"2016, 2017, 2018, 2019",n
BioGears,Science and medicine,ARA is an employee-owned scientific research and engineering company.,"python, c, c++, cmake, c++11","computational biology, mathematical software, physiology, pharmacological modeling",https://www.biogearsengine.com/,https://lh3.googleusercontent.com/hQcH8RXDHGNt9yIvx1BnCI7Gi_cxgOngcq-6zwKRzwwhLmLypv-qb6w997bYmx485y0a46FheMwaEE8RYGMq9A5Tc2E-VA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2,https://summerofcode.withgoogle.com/archive/2020/organizations/6683736474648576/,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2020,https://github.com/BioGearsEngine
BioJS,Science and medicine,BioJS is an open source project that visualizes biological data using JavaScript,"python, javascript","visualization, bioinformatics, javascript, coding standards, life sciences",http://biojs.net/,https://lh3.googleusercontent.com/NJnR_nyuJm9IpGUdAKb3BZbh85fQ3OqgsPa7kV0Y7eVFXphP7CKOJrMe8fBk_sDl9E99XKGBo4LrmSNaWJPqi5gPOeeZnTkD,3,https://summerofcode.withgoogle.com/archive/2016/organizations/6650532982685696/,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2016,https://github.com/biojs
"Biomedical Informatics, Emory University",Science and medicine,"Department of Biomedical Informatics (BMI), Emory University School of Medicine","python, java, deep learning, medical imaging, hadoop, tensorflow","web platform and services, cloud, precision medicine, big data visualization, data fusion, distributed systems, science and medicine, data integration",https://github.com/sharmalab/Emory-BMI-GSoC-2019,https://lh3.googleusercontent.com/L9dxdQ7Eo52IlZ3VEBEuT-_BSXZsymBaqOYXd1Xwl7bDpAlarV-zq26DQRusc5_x7U-IIwcRg7BRPIOEQJS7gdiZ4s2kmPc,5,https://summerofcode.withgoogle.com/archive/2016/organizations/6000473039437824/,N/A,N/A,N/A,N/A,4,https://summerofcode.withgoogle.com/archive/2019/organizations/4661625682919424/,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"2016, 2019",https://github.com/sharmalab/Emory-BMI-GSoC-2019
