Name,Category,Description,Technologies,Topics,URL,Image URL,_2016_num_projects,_2016_projects_url,_2017_num_projects,_2017_projects_url,_2018_num_projects,_2018_projects_url,_2019_num_projects,_2019_projects_url,_2020_num_projects,_2020_projects_url,_2021_num_projects,_2021_projects_url,_2022_num_projects,_2022_projects_url,_2023_num_projects,_2023_projects_url,_2024_num_projects,_2024_projects_url,years,github
MapAction,Other,MapAction works on maps and data analysis for the humanitarian sector,"python, data analysis, gis, apache airflow, visualization","humanitarian, maps, geospatial, data processing, google cloud",https://mapaction.org/about-us/,https://lh3.googleusercontent.com/MpkPZV1TvcvM6J2Nt7bd63yGfdHcEeFeIsBNX0nl7SU3e1Cx19ADySgpC2ugpGO5kxgg9jI09BkBbrP5iDmo9EtC66drxdPg6jYTrYewG7of,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,https://summerofcode.withgoogle.com/archive/2021/organizations/4875496487124992/,N/A,N/A,N/A,N/A,N/A,N/A,2021,
MariaDB,Data,The fastest growing Open Source Database,"c, mysql, mariadb, perl, java, c++, python, javascript, databases","databases, database, sql, distributed systems, performance, cloud, Database Engines, SQL Features",https://mariadb.org,https://summerofcode.withgoogle.com/media/org/mariadb/0nbzguld3ntsgeqv-360.png,5,https://summerofcode.withgoogle.com/archive/2016/organizations/4961683122421760/,1,https://summerofcode.withgoogle.com/archive/2017/organizations/4752192066027520/,1,https://summerofcode.withgoogle.com/archive/2018/organizations/5785567371460608/,4,https://summerofcode.withgoogle.com/archive/2019/organizations/5215339158175744/,2,https://summerofcode.withgoogle.com/archive/2020/organizations/5950846174494720/,4,https://summerofcode.withgoogle.com/archive/2021/organizations/6249801833775104/,6,https://summerofcode.withgoogle.com/archive/2022/organizations/mariadb/,5,https://summerofcode.withgoogle.com/programs/2023/organizations/mariadb,6,https://summerofcode.withgoogle.com/programs/2024/organizations/mariadb,"2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024",
Mathesar,Data,Webapp providing a UX-first interface to databases,"python, postgresql, javascript, django, svelte","databases, web, data, nonprofit, self-hosted",https://mathesar.org/,https://summerofcode.withgoogle.com/media/org/mathesar/v96apwcwn80c3uch-360.png,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3,https://summerofcode.withgoogle.com/archive/2022/organizations/mathesar/,2,https://summerofcode.withgoogle.com/programs/2023/organizations/mathesar,N/A,N/A,"2022, 2023",
Matrix.org,End user applications,"Open, secure, decentralised communication","python, android, react, golang, ios, node.js, postgresql, javascript, go, rust, c++, decentralisation","collaboration, iot, real time, interoperability, communications, communication, decentralisation, instant messaging, voip, real time communications, team chat, decentralization, realtime communications, federated, realtime communication, chat, encryption, decentralised, decentralized, json, Secure Messaging",https://matrix.org,https://summerofcode.withgoogle.com/media/org/matrixorg/nyk4qwnzpfwcezz5-360.png,2,https://summerofcode.withgoogle.com/archive/2016/organizations/6552738187968512/,3,https://summerofcode.withgoogle.com/archive/2017/organizations/6700587336859648/,2,https://summerofcode.withgoogle.com/archive/2018/organizations/6529739443404800/,4,https://summerofcode.withgoogle.com/archive/2019/organizations/4888795948777472/,6,https://summerofcode.withgoogle.com/archive/2020/organizations/6400769936326656/,7,https://summerofcode.withgoogle.com/archive/2021/organizations/4920269205929984/,5,https://summerofcode.withgoogle.com/archive/2022/organizations/matrixorg/,N/A,N/A,N/A,N/A,"2016, 2017, 2018, 2019, 2020, 2021, 2022",
Mautic,Web,Free your Marketing with Open Source!,"mysql, php, symfony","DXP, Marketing, Marketing Automation, Digital Marketing, Digital Experience Platform",https://www.mautic.org,https://summerofcode.withgoogle.com/media/org/mautic/p77ddc1xxldz2elv-360.png,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2,https://summerofcode.withgoogle.com/programs/2024/organizations/mautic,2024,
Mayor's Office of New Urban Mechanics,Data,Exploring new approaches to civic life.,"python, javascript, ruby, tensorflow","web, machine learning, gis, civic tech, analytics",https://www.boston.gov/mechanics,https://summerofcode.withgoogle.com/media/org/mayors-office-of-new-urban-mechanics/nu2mgneanw1efocb-360.png,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3,https://summerofcode.withgoogle.com/archive/2021/organizations/5504645576785920/,2,https://summerofcode.withgoogle.com/archive/2022/organizations/mayors-office-of-new-urban-mechanics/,4,https://summerofcode.withgoogle.com/programs/2023/organizations/mayors-office-of-new-urban-mechanics,N/A,N/A,"2021, 2022, 2023",
McGill Space Institute,Science and medicine,Center bringing together scientists doing space-related research at McGill,"python, sql, big data, databases","astronomy, space",http://msi.mcgill.ca,https://lh3.googleusercontent.com/xYPOD3cQUrdMoAZDukxGEtyUuRyMYYKE0H1z4XCbDn_0RrwcYdD2MtIBjJilqquJF4mT26vbo74tJB5gmEuEqFnAEbI0_MU,3,https://summerofcode.withgoogle.com/archive/2016/organizations/4739150934704128/,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2016,
Media Cloud,Other,Media Cloud is an open-source platform for media analysis.,"python, postgresql, javascript, react, docker","research, media, news-media, media-analytics, civic-tech",https://mediacloud.org/,https://lh3.googleusercontent.com/mBXUpKgF6XBRXAGdU9qKEnXF8nn6WqEtsNF2SgGg9SRZGZUWbdwkOg6vd3poGjfxNkCsLOHeqcX8busN0vJllsvqBPK0ZX5G9ssu65nh19Sr,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,https://summerofcode.withgoogle.com/archive/2021/organizations/6194875543846912/,N/A,N/A,N/A,N/A,N/A,N/A,,
MediaPipe,Media,Live ML anywhere,"python, javascript, android, c++, ios","machine learning, computer vision, deep learning, real-time, ml-inference",https://mediapipe.dev,https://lh3.googleusercontent.com/WRv3Ylxmbfpn_uG9BwUj5j3d6OqT3yavzflhOzFU1peN48OM9hGctXhKup2C1ansJiCm23WZ5pUe6oeUtn6Mn-OTpefqbTrATQfp9YpTAbHD,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,6,https://summerofcode.withgoogle.com/archive/2021/organizations/5917807371354112/,N/A,N/A,N/A,N/A,N/A,N/A,2021,
MetaBrainz Foundation Inc,Data,"Open music / book metadata, music recommendations","python, postgresql, javascript, perl, postgres, bigquery, react, solr, spark, rust, machine learning","machine learning, music, metadata, big data, books, open data, community, data, databases, hosting, Music recommendation, music social network",https://metabrainz.org,https://summerofcode.withgoogle.com/media/org/metabrainz-foundation-inc/m7lax42edddowwnl-360.png,4,https://summerofcode.withgoogle.com/archive/2016/organizations/4969202133762048/,5,https://summerofcode.withgoogle.com/archive/2017/organizations/5723792051535872/,5,https://summerofcode.withgoogle.com/archive/2018/organizations/5222617418039296/,6,https://summerofcode.withgoogle.com/archive/2019/organizations/4667145252765696/,7,https://summerofcode.withgoogle.com/archive/2020/organizations/5387896221073408/,5,https://summerofcode.withgoogle.com/archive/2021/organizations/4875887060713472/,7,https://summerofcode.withgoogle.com/archive/2022/organizations/metabrainz-foundation-inc/,7,https://summerofcode.withgoogle.com/programs/2023/organizations/metabrainz-foundation-inc,8,https://summerofcode.withgoogle.com/programs/2024/organizations/metabrainz-foundation-inc,"2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024",
MetaCall,Programming languages,Simplifying the embedding of programming languages,"python, javascript, c, c++, cmake, guix, rust, node.js, docker","programming languages, development tools, cross-platform, polyglot, foreign function interface, cloud, faas, languages, ffi",https://metacall.io,https://summerofcode.withgoogle.com/media/org/metacall/rezoq3uue7dpdzw5-360.png,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3,https://summerofcode.withgoogle.com/archive/2021/organizations/5272300328321024/,5,https://summerofcode.withgoogle.com/archive/2022/organizations/metacall/,4,https://summerofcode.withgoogle.com/programs/2023/organizations/metacall,7,https://summerofcode.withgoogle.com/programs/2024/organizations/metacall,"2021, 2022, 2023, 2024",
Metasploit,Security,Worldâ€™s most used penetration testing framework,"c, ruby, asm, python, postgresql, assembly","security, exploitation, penetration testing, offensive security",https://metasploit.com,https://summerofcode.withgoogle.com/media/org/metasploit/ggisatrqgjavuwd7-360.png,N/A,N/A,2,https://summerofcode.withgoogle.com/archive/2017/organizations/5632986779222016/,5,https://summerofcode.withgoogle.com/archive/2018/organizations/5923381731917824/,N/A,N/A,2,https://summerofcode.withgoogle.com/archive/2020/organizations/4999193090850816/,1,https://summerofcode.withgoogle.com/archive/2021/organizations/4728495023849472/,1,https://summerofcode.withgoogle.com/archive/2022/organizations/metasploit/,1,https://summerofcode.withgoogle.com/programs/2023/organizations/metasploit,N/A,N/A,"2017, 2018, 2020, 2021, 2022, 2023",
Micro Electronics Research Lab - UITU,Other,Accelerating Engineering Innovation,"RISCV, Processor, Hardware, systemonchip, memory","iot, embedded, Processor, System on Chip, RISC-V",https://www.merledupk.org,https://summerofcode.withgoogle.com/media/org/micro-electronics-research-lab-uitu/el9byq6f4dfc1y77-360.png,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3,https://summerofcode.withgoogle.com/archive/2022/organizations/micro-electronics-research-lab-uitu/,1,https://summerofcode.withgoogle.com/programs/2023/organizations/micro-electronics-research-lab-uitu,4,https://summerofcode.withgoogle.com/programs/2024/organizations/micro-electronics-research-lab-uitu,"2022, 2023, 2024",
Microkernel devroom,Operating systems,"Confederation of microkernel projects (Genode, HelenOS, GNU Hurd, MINIX, Redox)","c, c++, rust, arm, x86","virtualization, desktop, microkernel, components, ipc",http://www.microkernel.info/,https://lh3.googleusercontent.com/XeXZIspaZAf8QZNUxWJBehgrnCcvKiy5WIAja2N9AEGcaQC81kS1lzPkh38BYkJJMkPBVTUmAvMoBAAMnQX-Lw-AgxE19Ab0,N/A,N/A,3,https://summerofcode.withgoogle.com/archive/2017/organizations/5026327212064768/,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2017,
Mixxx,End user applications,DJ Mixing App With Powerful Features For All DJs,"opengl, c++, qt, c++11, audio, midi, hid, music, real-time, javascript, deep learning","music, real time, audio, dj, dsp, art, metadata, beatdetection, streaming, music information retrieval",https://mixxx.org,https://summerofcode.withgoogle.com/media/org/mixxx/ivlj1kl8jabpmfs9-360.png,2,https://summerofcode.withgoogle.com/archive/2016/organizations/5027086615969792/,2,https://summerofcode.withgoogle.com/archive/2017/organizations/5298974017716224/,2,https://summerofcode.withgoogle.com/archive/2018/organizations/5431834603159552/,N/A,N/A,3,https://summerofcode.withgoogle.com/archive/2020/organizations/5847122345197568/,N/A,N/A,2,https://summerofcode.withgoogle.com/archive/2022/organizations/mixxx/,N/A,N/A,2,https://summerofcode.withgoogle.com/programs/2024/organizations/mixxx,"2016, 2017, 2018, 2020, 2022, 2024",
Mobile Robot Programming Toolkit (MRPT),Science and medicine,Empowering C++ development in robotics,"ros, opencv, c++, qt, cmake, opengl, wxwidgets, python, c, webs","robotics, vision, slam, selfdriving, mobile robots, computer vision, algorithms, webapps, ai, real-time, robot",https://www.mrpt.org,https://lh3.googleusercontent.com/w2l4mVMo8PxUGi4V63Zd6mHHOeUc1k1lewYp4bPyltlnLgbvNuVlZJG4MdPW9AxnQ52AJu_t8DFtPTYU--17Tjc99sxqNqw,3,https://summerofcode.withgoogle.com/archive/2016/organizations/5644101080842240/,4,https://summerofcode.withgoogle.com/archive/2017/organizations/5289044053327872/,1,https://summerofcode.withgoogle.com/archive/2018/organizations/6557734510002176/,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"2016, 2017, 2018",
ModSecurity,Security,ModSecurity cross platform web application firewall,"waf, web application firewall",web application security,http://www.modsecurity.org,https://lh3.googleusercontent.com/bbraUY_kSKjJuWLwpBERcy5TPV8xlVudlVqLDHRZtOENox8UB1iH2QjxyxsVGwCM5a26YdE9zznCAor94xMhtqebI7vc6Bo,3,https://summerofcode.withgoogle.com/archive/2016/organizations/6377072951820288/,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2016,
Moira,Programming languages,Moira is a realtime alerting system based on Graphite data,"javascript, golang, grafana, typescript, graphite, react","monitoring, devops, devtools, alerting, sre",https://moira.readthedocs.io/,https://lh3.googleusercontent.com/St549uV6D0eslwOwI2SyLFzn7fMDknX0P5p8EBkxVXwsKe_mDDLaWr7BYvo731-Zb6LrCDwPblOxbEKBpm8VxUAVyFRQN6t-,N/A,N/A,N/A,N/A,N/A,N/A,1,https://summerofcode.withgoogle.com/archive/2019/organizations/6751954187845632/,2,https://summerofcode.withgoogle.com/archive/2020/organizations/5420871000260608/,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"2019, 2020",
Monado,Media,"Monado, the free and open source XR platform","opengl, vulkan, openxr, Graphics, XR","vr, xr, AR",https://monado.freedesktop.org/,https://summerofcode.withgoogle.com/media/org/monado/uch9jarqbeko6nep-360.png,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2,https://summerofcode.withgoogle.com/archive/2022/organizations/monado/,N/A,N/A,N/A,N/A,2022,
Mono Project,Programming languages,Cross-platform C#/F#/.NET runtime and tools,"c, c#, .net, f#","web development, programming tools, ide, mobile development, compiler",http://www.mono-project.com/,https://lh3.googleusercontent.com/Wnx2UKIIjXTvvrIgRrPHvnIbw6WXjSbBGOleTchd-Kv0D9gbrdmf21-x9IpyXYONEza_KVi1TkwcIiyUpn8kOQV2wD3PGmo,N/A,N/A,9,https://summerofcode.withgoogle.com/archive/2017/organizations/4814565460148224/,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2017,
Moodle,Social and communication,Empowering educators to improve our world,"mysql, postgresql, javascript, php, jquery, sql, angular, ionic","education, web applications, e-learning, learning management, school systems, web application, school system",https://moodle.org/,https://lh3.googleusercontent.com/tVi2arz1wSGuftyHK1NkpIeie1tbz3lNTJxiHXS0TldjWfgCP95-JTckc-DW-7Uh0j3mRGJf_vDpf36dgFiwIlg3y5bhBXfp,4,https://summerofcode.withgoogle.com/archive/2016/organizations/4769741570834432/,1,https://summerofcode.withgoogle.com/archive/2017/organizations/5171600185884672/,0,https://summerofcode.withgoogle.com/archive/2018/organizations/5904449381859328/,2,https://summerofcode.withgoogle.com/archive/2019/organizations/5681434444955648/,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"2016, 2017, 2019",
MoveIt,Science and medicine,Moving robots into the future,"ros, c++, c, python 3, robotics, python, rust","robotics, motion planning, trajectory generation, kinematics",https://moveit.ros.org,https://summerofcode.withgoogle.com/media/org/moveit/zmatlwnrrfqcdsjo-360.png,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2,https://summerofcode.withgoogle.com/archive/2020/organizations/5486699158700032/,1,https://summerofcode.withgoogle.com/archive/2021/organizations/5449155236855808/,2,https://summerofcode.withgoogle.com/archive/2022/organizations/moveit/,2,https://summerofcode.withgoogle.com/programs/2023/organizations/moveit,3,https://summerofcode.withgoogle.com/programs/2024/organizations/moveit,"2020, 2021, 2022, 2023, 2024",
Mozilla,Web,Keeping the Internet open and accessible to all.,"python, javascript, c++, rust, html, css, react, html5, web development","web, mozilla, firefox, internet, education, web platform and services, web browser, free software, open web, browser, privacy/security, internet freedom, web technologies, open source, devtools, information security",https://mozilla.org,https://lh3.googleusercontent.com/v2ra_3qtUJJNbGmGrsnqw2xVpfWQLL2Xr6KUHr3ah4_aP8F37Ylm-1nuPDl33bwHKruUD5OEJ_Doa6VGmYWT_paWKA40g6k3,13,https://summerofcode.withgoogle.com/archive/2016/organizations/5282259481395200/,21,https://summerofcode.withgoogle.com/archive/2017/organizations/6414943960170496/,16,https://summerofcode.withgoogle.com/archive/2018/organizations/6589662424465408/,14,https://summerofcode.withgoogle.com/archive/2019/organizations/5091266142928896/,11,https://summerofcode.withgoogle.com/archive/2020/organizations/5169365365817344/,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"2016, 2017, 2018, 2019, 2020",
MuseScore,End user applications,The Worldâ€™s Most Popular Music Notation Software,"c, c++, qt, qml, c++11, qt5, breakpad, cpp, midi, cmake","music, notation, midi, musicxml, sheet music, music engraving, user interface, end user applications, music notation, composing, notation software, piano, guitar, audio, engraving",https://musescore.org/,https://summerofcode.withgoogle.com/media/org/musescore/tgkjkzlqhj0qru5z.png,3,https://summerofcode.withgoogle.com/archive/2016/organizations/5302100888125440/,3,https://summerofcode.withgoogle.com/archive/2017/organizations/4738118800375808/,3,https://summerofcode.withgoogle.com/archive/2018/organizations/4728147161382912/,4,https://summerofcode.withgoogle.com/archive/2019/organizations/4748058460422144/,3,https://summerofcode.withgoogle.com/archive/2020/organizations/5017312551239680/,3,https://summerofcode.withgoogle.com/archive/2021/organizations/5844642704130048/,2,https://summerofcode.withgoogle.com/archive/2022/organizations/musescore/,1,https://summerofcode.withgoogle.com/programs/2023/organizations/musescore,2,https://summerofcode.withgoogle.com/programs/2024/organizations/musescore,"2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024",
NV Access,Other,Empowering lives through non-visual access to technology,"python, c++, ui automation, iaccessible2, win32 api","accessibility, blindness, screen reader, braille, text to speech",https://www.nvaccess.org/,https://lh3.googleusercontent.com/R8PoVA1d2FhpRtRzpiQsmbxJbkxFcnTZFRCBCP7QJGPcRPzX7XukICQvGHoGrHBHcmJ8f_bIO__XIXGZBW6Bxux-hiXDBuM,N/A,N/A,N/A,N/A,N/A,N/A,1,https://summerofcode.withgoogle.com/archive/2019/organizations/5392062852104192/,1,https://summerofcode.withgoogle.com/archive/2020/organizations/5653128168341504/,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"2019, 2020",
Named Data Networking Project,Web,A Content-Centric Future Internet architecture,"javascript, android, java, c++14, c#","networking, informationc centric networking, ipfs",http://named-data.net/,https://lh3.googleusercontent.com/xkQpjOYnfflUCW0ZdNDW3IMvyVB_1oq7XFWCDkxCkEwihelm44Wg5veYUpVFBkVn1UqedlNvAUpIJzg0ak_hB5l3PUXMJw,N/A,N/A,N/A,N/A,N/A,N/A,2,https://summerofcode.withgoogle.com/archive/2019/organizations/5873958367264768/,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2019,
National Resource for Network Biology (NRNB),Science and medicine,Developing open source tools for network biology,"python, javascript, java, c++, php, c, html, web, r, rest, xml","web, bioinformatics, biology, systems biology, dataviz, database, graphics, ui/ux, network biology, data visualization, web applications, network analysis, data modeling, web application, data science, scientific computing",https://nrnb.org/gsoc.html,https://summerofcode.withgoogle.com/media/org/national-resource-for-network-biology-nrnb/5uobjboaxnzrxyoj-360.png,15,https://summerofcode.withgoogle.com/archive/2016/organizations/6599328919453696/,20,https://summerofcode.withgoogle.com/archive/2017/organizations/6499778154201088/,10,https://summerofcode.withgoogle.com/archive/2018/organizations/5428149655437312/,11,https://summerofcode.withgoogle.com/archive/2019/organizations/6637709450280960/,15,https://summerofcode.withgoogle.com/archive/2020/organizations/4549302816342016/,13,https://summerofcode.withgoogle.com/archive/2021/organizations/4898028657311744/,8,https://summerofcode.withgoogle.com/archive/2022/organizations/national-resource-for-network-biology-nrnb/,8,https://summerofcode.withgoogle.com/programs/2023/organizations/national-resource-for-network-biology-nrnb,11,https://summerofcode.withgoogle.com/programs/2024/organizations/national-resource-for-network-biology-nrnb,"2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024",
Navidrome,Web,Modern music server and streamer compatible with Subsonic/Airsonic,"react, golang, ffmpeg","web, music, streaming",https://navidrome.org,https://lh3.googleusercontent.com/y873A4ZT7B_Uic1kArXJQXzofatM0HaQoFAJjVfJrPuQwtV0vMizh-kvW_v0ixlm99wwIb9u6OcKEWrrMrBb0yFVQbkJ5cmi3QWEaRqbuqc1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,https://summerofcode.withgoogle.com/archive/2021/organizations/5963988000571392/,N/A,N/A,N/A,N/A,N/A,N/A,2021,
Neovim,Programming languages,hyperextensible Vim-based text editor,"c, python, javascript, lua, vim, rpc","text editor, vim, cross platform, tools, developer tools, cross-platform, editor, system programming, programming",http://www.neovim.io,https://lh3.googleusercontent.com/wCWLbTFbPXx_IO13Ma68G_NsdCTiv1Zcg_5A1rzjRDMXjXA1_HiU5miOfwuhrlWTRa-z4n6B3PRPZPSyiKdWVEnoErJ-r5BR,N/A,N/A,N/A,N/A,2,https://summerofcode.withgoogle.com/archive/2018/organizations/5474817897660416/,2,https://summerofcode.withgoogle.com/archive/2019/organizations/4864359866564608/,1,https://summerofcode.withgoogle.com/archive/2020/organizations/6636241820319744/,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"2018, 2019, 2020",
Netfilter project,Operating systems,"Firewalling, NAT and packet mangling for Linux","networking, linux kernel, firewall, c, linux, kernel","networking, firewall, linux kernel, computer networking, software defined networking, network monitoring, network security",https://www.netfilter.org,https://lh3.googleusercontent.com/PXmFpc9huYwQ7dPtTUuAHE3wiw1Kd4hEZwm25wicFtGaF5Yy5pxhyoDvqnLr243AP-CVZ-9_CQJmnoimUsFjjNomUYYJoHTm,3,https://summerofcode.withgoogle.com/archive/2016/organizations/6465361373298688/,2,https://summerofcode.withgoogle.com/archive/2017/organizations/6602954140286976/,3,https://summerofcode.withgoogle.com/archive/2018/organizations/6483451842658304/,3,https://summerofcode.withgoogle.com/archive/2019/organizations/6409236987248640/,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"2016, 2017, 2018, 2019",
Netty,Web,Netty is an asynchronous event-driven network framework,"c, java, jni","network, nonblocking, async",https://netty.io,https://lh3.googleusercontent.com/27iH7LkW_01hQarGnCxs2vY36zcIObRcog6ek5PXIV1Bd-wO5RaYf_aeavWUgHebuhJzyTjPQbxl69QseV6XjEgc8DDiYHU,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,https://summerofcode.withgoogle.com/archive/2020/organizations/5983819074633728/,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2020,
Neutralinojs,Web,Lightweight cross-platform desktop app framework,"c, javascript, node.js, c++, typescript","desktop, framework, cross-platform, Application Development",https://neutralino.js.org,https://summerofcode.withgoogle.com/media/org/neutralinojs/thloxs47w1aa1uts-360.png,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,https://summerofcode.withgoogle.com/archive/2022/organizations/neutralinojs/,N/A,N/A,3,https://summerofcode.withgoogle.com/programs/2024/organizations/neutralinojs,"2022, 2024",
Nightwatch.js,Programming languages,An integrated testing framework powered by Node.js,"javascript, selenium, node.js, typescript, WebDriver","unit testing, Functional Testing, End-To-End Testing, Component testing, Native mobile app testing",https://nightwatchjs.org,https://summerofcode.withgoogle.com/media/org/nightwatchjs/slpwnkwtngatafl1-360.png,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2,https://summerofcode.withgoogle.com/programs/2024/organizations/nightwatchjs,2024,
NixOS Foundation,Programming languages,Declarative builds and deployments,"git, nix","declarative, reproducible, InfrastrucutreAsCode",https://nixos.org/,https://summerofcode.withgoogle.com/media/org/nixos-foundation/kvnnwp7viwupdsep.png,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4,https://summerofcode.withgoogle.com/programs/2024/organizations/nixos-foundation,2024,
Nmap Security Scanner,Security,Swiss Army knife of network discovery and security auditing,"c, python, c++, lua","security, networking, linux, ipv6, network mapping",https://nmap.org/,https://lh3.googleusercontent.com/lQ6DoH3aMVO2MR3rpw0gAQNFybSqZ1VkFXb1rBy0GAtKT0Xm-PM-Vdq3hY29BlgkIVphh_YeZP-oBL4g45yhpzPDupN7Qg,5,https://summerofcode.withgoogle.com/archive/2016/organizations/5391414598828032/,4,https://summerofcode.withgoogle.com/archive/2017/organizations/5603880054292480/,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"2016, 2017",
NumFOCUS,Science and medicine,NumFOCUS promotes open source scientific software.,"python, javascript, r, julia, c, c++","data science, graphics, scientific computing, numerical computation, machine learning, data visualization, big data, high performance computing, statistical computing, pydata, numerical computing",https://numfocus.org,https://summerofcode.withgoogle.com/media/org/numfocus/wimcwc2v6kjlidqc-360.png,7,https://summerofcode.withgoogle.com/archive/2016/organizations/4647600753999872/,10,https://summerofcode.withgoogle.com/archive/2017/organizations/6630791836598272/,40,https://summerofcode.withgoogle.com/archive/2018/organizations/6485922656813056/,19,https://summerofcode.withgoogle.com/archive/2019/organizations/5617300198129664/,28,https://summerofcode.withgoogle.com/archive/2020/organizations/6692416771325952/,45,https://summerofcode.withgoogle.com/archive/2021/organizations/6176584620310528/,37,https://summerofcode.withgoogle.com/archive/2022/organizations/numfocus/,24,https://summerofcode.withgoogle.com/programs/2023/organizations/numfocus,37,https://summerofcode.withgoogle.com/programs/2024/organizations/numfocus,"2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024",
OSGeo (Open Source Geospatial Foundation),End user applications,The Open Source Geospatial Foundation,"c, python, ogc standards, c++, sql, java, database, standards, open source databases, javascript","science, gis, maps, geospatial, cartography, open science, citizen science, mapping, geoinformatics, computer vision, geolocation, databases, routing",https://www.osgeo.org/,https://summerofcode.withgoogle.com/media/org/osgeo-open-source-geospatial-foundation/yundulx00fbd1akm-360.png,20,https://summerofcode.withgoogle.com/archive/2016/organizations/6434461499523072/,13,https://summerofcode.withgoogle.com/archive/2017/organizations/4554340639440896/,10,https://summerofcode.withgoogle.com/archive/2018/organizations/4890968767594496/,7,https://summerofcode.withgoogle.com/archive/2019/organizations/6684630290268160/,10,https://summerofcode.withgoogle.com/archive/2020/organizations/5355444958134272/,12,https://summerofcode.withgoogle.com/archive/2021/organizations/5115040503431168/,6,https://summerofcode.withgoogle.com/archive/2022/organizations/osgeo-open-source-geospatial-foundation/,7,https://summerofcode.withgoogle.com/programs/2023/organizations/osgeo-open-source-geospatial-foundation,7,https://summerofcode.withgoogle.com/programs/2024/organizations/osgeo-open-source-geospatial-foundation,"2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024",
OSU Open Source Lab,Other,OSU Open Source Lab,"python, javascript, ruby, rest","virtualization, infrastructure",http://osuosl.org,https://lh3.googleusercontent.com/1ea3BlKTMB549woaO4J5-vuqdMAWsdu2xEXr3JDa_cFRhdC_2mbRrcpIxn-01J0mtLQMlkn7CPco0CR20AyqXNso5iemXbo,1,https://summerofcode.withgoogle.com/archive/2016/organizations/4845666660515840/,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2016,
OW2,Other,The open source community for infrastructure software.,"java, perl, middleware, bpm, wiki","security, cloud, middleware, enterprise information systems",http://www.ow2.org,https://lh3.googleusercontent.com/zQhBjcSPVUqpmZhhdBQAumSlsm_j06H6ibTQAxY2Mq3HbqawRkUcR7DJXyyT6nj-Wfi4JQ7cTotGVER9axt2B6H6axqp1g,N/A,N/A,N/A,N/A,0,https://summerofcode.withgoogle.com/archive/2018/organizations/6376279188176896/,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,
